1	135.545657
2	136.642188
3	137.713525
4	138.832713
5	139.841421
6	140.380422
7	141.120850
8	141.591968
9	142.412289
10	142.618287
11	143.510442
12	144.460753
13	145.322989
14	146.219638
15	146.772785
16	147.558332
17	148.290050
18	148.933344
19	145.896638
20	146.375709
21	146.596904
22	147.278029
23	145.199857
24	145.413332
25	146.221668
26	143.114053
27	142.624965
28	139.424701
29	140.239331
30	137.310244
31	137.711016
32	136.387755
33	134.732259
34	134.543440
35	131.053171
36	127.637576
37	127.576320
38	124.593200
39	123.882111
40	124.168929
41	123.139632
42	121.690895
43	120.063022
44	118.305370
45	118.009580
46	117.620964
47	117.432647
48	116.632194
49	116.332420
50	115.362863
51	113.743204
52	114.096416
53	112.879778
54	112.818210
55	111.714887
56	111.217186
57	112.272873
58	112.972985
59	112.647968
60	114.125857
61	114.346616
62	115.043526
63	115.136876
64	115.295161
65	115.436490
66	115.262383
67	114.710894
68	115.349331
69	114.435164
70	114.683590
71	114.965664
72	115.135802
73	115.907695
74	115.625454
75	115.571863
76	115.631745
77	115.108766
78	114.859153
79	114.724786
80	114.927579
81	114.837418
82	114.126910
83	114.057750
84	114.418174
85	114.564376
86	114.812708
87	113.783285
88	114.287392
89	114.144783
90	114.967454
91	114.446322
92	114.195807
93	114.169579
94	113.932165
95	114.497115
96	114.736657
97	114.430271
98	114.247459
99	113.829887
100	113.915868
101	113.324595
102	113.569989
103	112.881704
104	113.041644
105	112.594821
106	112.615075
107	112.332827
108	112.519584
109	112.503136
110	113.140958
111	113.938187
112	114.582686
113	114.511082
114	115.309812
115	116.192477
116	117.050491
117	117.589865
118	118.328371
119	119.048369
120	119.628906
121	120.065615
122	120.623002
123	120.879166
124	120.864929
125	121.113379
126	121.468142
127	121.871079
128	122.144640
129	122.161256
130	122.445510
131	122.584103
132	122.216352
133	122.652041
134	123.159591
135	123.708554
136	124.626124
137	125.714677
138	126.200452
139	126.761747
140	126.856846
141	127.230944
142	128.377171
143	128.803076
144	129.348238
145	130.074876
146	130.661008
147	130.333451
148	131.139665
149	130.809585
150	130.997836
151	131.007549
152	131.653962
153	132.079497
154	133.108842
155	133.694100
156	133.870108
157	133.462203
158	133.955746
159	135.174852
160	134.637277
161	134.510157
162	134.972796
163	134.739990
164	134.233140
165	132.882128
166	133.988144
167	136.166320
168	135.425526
169	136.308269
170	136.191537
171	135.679616
172	135.623149
173	135.219950
174	136.141151
175	137.146893
176	138.199002
177	138.979430
178	138.433735
179	137.937234
180	137.539412
181	138.678146
182	139.013367
183	139.998179
184	140.278835
185	140.752664
186	139.999128
187	140.641065
188	140.949666
189	141.430984
190	142.629672
191	143.857822
192	143.615206
193	144.815119
194	146.088951
195	146.049749
196	145.351702
197	145.766704
198	146.874858
199	147.735272
200	147.284672
201	149.246193
202	151.275910
203	153.266112
204	153.164808
205	154.760481
206	155.313549
207	156.352579
208	156.415743
209	157.439080
210	158.420309
211	158.148422
212	157.700886
213	158.871058
214	157.639680
215	157.867287
216	157.901628
217	158.439695
218	158.208171
219	158.159998
220	157.661525
221	158.876158
222	158.346651
223	157.577754
224	157.465718
225	156.783029
226	157.410454
227	158.048250
228	158.502331
229	159.086915
230	159.372706
231	159.890620
232	160.835741
233	161.457687
234	162.030626
235	162.208806
236	162.740829
237	163.125992
238	165.055261
239	166.039761
240	166.250626
241	166.473172
242	167.507896
243	168.985118
244	169.977290
245	171.147778
246	172.340799
247	174.011701
248	174.873531
249	175.311219
250	175.107105
251	174.891097
252	175.124608
253	175.402754
254	174.896087
255	175.010257
256	174.985479
257	175.094960
258	175.036239
259	173.727080
260	173.738966
261	173.038458
262	172.615927
263	172.225428
264	171.981402
265	172.354307
266	170.970064
267	168.769434
268	168.548119
269	167.396952
270	166.489633
271	165.993957
272	166.322706
273	165.986350
274	164.949683
275	163.947451
276	162.823881
277	161.902112
278	162.986388
279	163.352660
280	164.400193
281	164.195754
282	164.993587
283	164.950007
284	164.649086
285	164.786647
286	166.362232
287	167.468636
288	166.508248
289	165.961903
290	164.566507
291	164.435007
292	164.865364
293	164.030027
294	162.926324
295	163.263487
296	164.752718
297	165.657445
298	164.980741
299	165.884150
300	167.297032
301	166.978137
302	165.790878
303	165.237906
304	165.357672
305	164.708687
306	165.607637
307	165.906384
308	167.296669
309	167.932770
310	167.997195
311	169.397421
312	171.258571
313	172.360983
314	174.619053
315	175.594634
316	176.700321
317	177.910379
318	177.510293
319	178.842384
320	180.925366
321	180.829892
322	181.515996
323	183.072743
324	184.370742
325	186.515247
326	186.117543
327	186.747879
328	186.186534
329	187.353407
330	188.677942
331	190.122885
332	191.336491
333	192.728706
334	193.669023
335	195.034840
336	195.724256
337	196.702261
338	196.722499
339	197.305154
340	199.145652
341	200.565160
342	200.414472
343	200.335803
344	200.713547
345	200.531058
346	200.209043
347	200.112229
348	201.038581
349	202.802234
350	204.389812
